filename	scene_label	X	X
audio/shopping_mall-lisbon-176-4249-a.wav	shopping_mall	X	X
audio/park-prague-185-4250-a.wav	park	X	X
audio/park-milan-164-4251-a.wav	park	X	X
audio/tram-lisbon-191-4252-a.wav	tram	X	X
audio/public_square-lyon-208-4253-a.wav	public_square	X	X
audio/tram-lyon-216-4254-a.wav	tram	X	X
audio/street_pedestrian-milan-165-4255-a.wav	street_pedestrian	X	X
audio/tram-lisbon-200-4256-a.wav	tram	X	X
audio/metro_station-lyon-179-4257-a.wav	metro_station	X	X
audio/street_traffic-lisbon-171-4258-a.wav	street_traffic	X	X
audio/shopping_mall-lisbon-176-4259-a.wav	shopping_mall	X	X
audio/street_pedestrian-lisbon-174-4260-a.wav	street_pedestrian	X	X
audio/street_traffic-prague-193-4261-a.wav	street_traffic	X	X
audio/metro_station-prague-170-4262-a.wav	metro_station	X	X
audio/metro_station-prague-170-4263-a.wav	metro_station	X	X
audio/bus-lyon-177-4264-a.wav	bus	X	X
audio/metro-lyon-206-4265-a.wav	metro	X	X
audio/metro-lisbon-217-4266-a.wav	metro	X	X
audio/public_square-prague-214-4267-a.wav	public_square	X	X
audio/bus-lyon-177-4268-a.wav	bus	X	X
audio/metro-lyon-181-4269-a.wav	metro	X	X
audio/park-milan-164-4270-a.wav	park	X	X
audio/bus-lisbon-212-4271-a.wav	bus	X	X
audio/tram-milan-182-4272-a.wav	tram	X	X
audio/bus-milan-190-4273-a.wav	bus	X	X
audio/metro_station-milan-187-4274-a.wav	metro_station	X	X
audio/street_traffic-milan-166-4275-a.wav	street_traffic	X	X
audio/metro-milan-218-4276-a.wav	metro	X	X
audio/park-lyon-188-4277-a.wav	park	X	X
audio/street_traffic-lisbon-171-4278-a.wav	street_traffic	X	X
audio/airport-lyon-169-4279-a.wav	airport	X	X
audio/tram-lisbon-200-4280-a.wav	tram	X	X
audio/public_square-lyon-208-4281-a.wav	public_square	X	X
audio/metro-lisbon-199-4282-a.wav	metro	X	X
audio/airport-lyon-169-4283-a.wav	airport	X	X
audio/tram-milan-182-4284-a.wav	tram	X	X
audio/shopping_mall-prague-219-4285-a.wav	shopping_mall	X	X
audio/bus-milan-190-4286-a.wav	bus	X	X
audio/park-prague-185-4287-a.wav	park	X	X
audio/bus-prague-194-4288-a.wav	bus	X	X
audio/metro-lisbon-199-4289-a.wav	metro	X	X
audio/park-lisbon-198-4290-a.wav	park	X	X
audio/metro-lisbon-217-4291-a.wav	metro	X	X
audio/metro-prague-163-4292-a.wav	metro	X	X
audio/metro_station-lyon-179-4293-a.wav	metro_station	X	X
audio/street_traffic-lyon-220-4294-a.wav	street_traffic	X	X
audio/park-prague-185-4295-a.wav	park	X	X
audio/airport-lisbon-175-4296-a.wav	airport	X	X
audio/bus-milan-190-4297-a.wav	bus	X	X
audio/shopping_mall-prague-219-4298-a.wav	shopping_mall	X	X
audio/metro-milan-197-4299-a.wav	metro	X	X
audio/park-lyon-188-4300-a.wav	park	X	X
audio/metro_station-lyon-179-4301-a.wav	metro_station	X	X
audio/public_square-prague-192-4302-a.wav	public_square	X	X
audio/public_square-lyon-208-4303-a.wav	public_square	X	X
audio/park-milan-164-4304-a.wav	park	X	X
audio/street_traffic-lyon-220-4305-a.wav	street_traffic	X	X
audio/metro-lisbon-199-4306-a.wav	metro	X	X
audio/shopping_mall-lyon-196-4307-a.wav	shopping_mall	X	X
audio/street_traffic-lisbon-171-4308-a.wav	street_traffic	X	X
audio/airport-prague-173-4309-a.wav	airport	X	X
audio/street_pedestrian-lisbon-174-4310-a.wav	street_pedestrian	X	X
audio/public_square-lisbon-211-4311-a.wav	public_square	X	X
audio/park-milan-164-4312-a.wav	park	X	X
audio/metro_station-lisbon-221-4313-a.wav	metro_station	X	X
audio/airport-lyon-169-4314-a.wav	airport	X	X
audio/shopping_mall-lyon-196-4315-a.wav	shopping_mall	X	X
audio/metro_station-prague-170-4316-a.wav	metro_station	X	X
audio/park-lyon-188-4317-a.wav	park	X	X
audio/metro_station-prague-170-4318-a.wav	metro_station	X	X
audio/tram-prague-210-4319-a.wav	tram	X	X
audio/metro-prague-213-4320-a.wav	metro	X	X
audio/airport-lyon-169-4321-a.wav	airport	X	X
audio/bus-prague-207-4322-a.wav	bus	X	X
audio/park-lyon-188-4323-a.wav	park	X	X
audio/metro-lisbon-217-4324-a.wav	metro	X	X
audio/metro-milan-218-4325-a.wav	metro	X	X
audio/park-lisbon-198-4326-a.wav	park	X	X
audio/public_square-prague-214-4327-a.wav	public_square	X	X
audio/metro_station-milan-187-4328-a.wav	metro_station	X	X
audio/park-lyon-188-4329-a.wav	park	X	X
audio/airport-lyon-169-4330-a.wav	airport	X	X
audio/metro-lyon-181-4331-a.wav	metro	X	X
audio/street_traffic-lyon-220-4332-a.wav	street_traffic	X	X
audio/airport-prague-195-4333-a.wav	airport	X	X
audio/tram-milan-222-4334-a.wav	tram	X	X
audio/bus-prague-215-4335-a.wav	bus	X	X
audio/bus-lyon-186-4336-a.wav	bus	X	X
audio/tram-milan-209-4337-a.wav	tram	X	X
audio/shopping_mall-lisbon-176-4338-a.wav	shopping_mall	X	X
audio/metro_station-lyon-179-4339-a.wav	metro_station	X	X
audio/metro-prague-163-4340-a.wav	metro	X	X
audio/street_traffic-milan-166-4341-a.wav	street_traffic	X	X
audio/shopping_mall-lisbon-176-4342-a.wav	shopping_mall	X	X
audio/metro-lyon-206-4343-a.wav	metro	X	X
audio/metro_station-prague-170-4344-a.wav	metro_station	X	X
audio/tram-prague-210-4345-a.wav	tram	X	X
audio/street_pedestrian-milan-205-4346-a.wav	street_pedestrian	X	X
audio/tram-lisbon-200-4347-a.wav	tram	X	X
audio/airport-lyon-169-4348-a.wav	airport	X	X
audio/shopping_mall-prague-219-4349-a.wav	shopping_mall	X	X
audio/street_traffic-lyon-220-4350-a.wav	street_traffic	X	X
audio/airport-lyon-169-4351-a.wav	airport	X	X
audio/tram-prague-210-4352-a.wav	tram	X	X
audio/metro-milan-218-4353-a.wav	metro	X	X
audio/airport-prague-173-4354-a.wav	airport	X	X
audio/tram-prague-184-4355-a.wav	tram	X	X
audio/street_traffic-prague-193-4356-a.wav	street_traffic	X	X
audio/shopping_mall-lisbon-176-4357-a.wav	shopping_mall	X	X
audio/shopping_mall-lisbon-176-4358-a.wav	shopping_mall	X	X
audio/tram-milan-222-4359-a.wav	tram	X	X
audio/street_traffic-milan-166-4360-a.wav	street_traffic	X	X
audio/metro_station-lyon-179-4361-a.wav	metro_station	X	X
audio/park-prague-185-4362-a.wav	park	X	X
audio/airport-lyon-169-4363-a.wav	airport	X	X
audio/metro-lyon-206-4364-a.wav	metro	X	X
audio/street_pedestrian-lisbon-174-4365-a.wav	street_pedestrian	X	X
audio/bus-lisbon-212-4366-a.wav	bus	X	X
audio/street_pedestrian-lisbon-174-4367-a.wav	street_pedestrian	X	X
audio/public_square-lyon-178-4368-a.wav	public_square	X	X
audio/metro-lyon-181-4369-a.wav	metro	X	X
audio/shopping_mall-lyon-196-4370-a.wav	shopping_mall	X	X
audio/shopping_mall-prague-219-4371-a.wav	shopping_mall	X	X
audio/tram-lisbon-191-4372-a.wav	tram	X	X
audio/park-prague-185-4373-a.wav	park	X	X
audio/street_pedestrian-milan-205-4374-a.wav	street_pedestrian	X	X
audio/metro_station-lyon-179-4375-a.wav	metro_station	X	X
audio/airport-milan-172-4376-a.wav	airport	X	X
audio/street_pedestrian-milan-205-4377-a.wav	street_pedestrian	X	X
audio/street_pedestrian-lyon-162-4378-a.wav	street_pedestrian	X	X
audio/shopping_mall-lisbon-176-4379-a.wav	shopping_mall	X	X
audio/tram-lyon-216-4380-a.wav	tram	X	X
audio/street_traffic-lyon-220-4381-a.wav	street_traffic	X	X
audio/public_square-lyon-208-4382-a.wav	public_square	X	X
audio/bus-prague-194-4383-a.wav	bus	X	X
audio/street_traffic-milan-202-4384-a.wav	street_traffic	X	X
audio/park-lyon-188-4385-a.wav	park	X	X
audio/metro_station-lisbon-221-4386-a.wav	metro_station	X	X
audio/airport-lyon-169-4387-a.wav	airport	X	X
audio/park-lyon-188-4388-a.wav	park	X	X
audio/public_square-lisbon-211-4389-a.wav	public_square	X	X
audio/street_traffic-prague-193-4390-a.wav	street_traffic	X	X
audio/street_traffic-milan-202-4391-a.wav	street_traffic	X	X
audio/street_traffic-prague-193-4392-a.wav	street_traffic	X	X
audio/bus-lisbon-223-4393-a.wav	bus	X	X
audio/metro-lisbon-199-4394-a.wav	metro	X	X
audio/metro-lyon-206-4395-a.wav	metro	X	X
audio/bus-milan-180-4396-a.wav	bus	X	X
audio/airport-prague-173-4397-a.wav	airport	X	X
audio/tram-lisbon-191-4398-a.wav	tram	X	X
audio/street_pedestrian-lyon-162-4399-a.wav	street_pedestrian	X	X
audio/bus-prague-215-4400-a.wav	bus	X	X
audio/tram-milan-182-4401-a.wav	tram	X	X
audio/public_square-prague-192-4402-a.wav	public_square	X	X
audio/tram-milan-182-4403-a.wav	tram	X	X
audio/shopping_mall-lisbon-176-4404-a.wav	shopping_mall	X	X
audio/shopping_mall-milan-183-4405-a.wav	shopping_mall	X	X
audio/bus-lisbon-212-4406-a.wav	bus	X	X
audio/bus-lisbon-223-4407-a.wav	bus	X	X
audio/tram-milan-222-4408-a.wav	tram	X	X
audio/airport-milan-172-4409-a.wav	airport	X	X
audio/street_traffic-prague-193-4410-a.wav	street_traffic	X	X
audio/street_pedestrian-milan-165-4411-a.wav	street_pedestrian	X	X
audio/shopping_mall-lyon-196-4412-a.wav	shopping_mall	X	X
audio/shopping_mall-milan-183-4413-a.wav	shopping_mall	X	X
audio/bus-lisbon-212-4414-a.wav	bus	X	X
audio/public_square-prague-214-4415-a.wav	public_square	X	X
audio/metro_station-lisbon-221-4416-a.wav	metro_station	X	X
audio/street_traffic-lisbon-171-4417-a.wav	street_traffic	X	X
audio/street_traffic-lyon-220-4418-a.wav	street_traffic	X	X
audio/bus-milan-180-4419-a.wav	bus	X	X
audio/metro_station-lisbon-221-4420-a.wav	metro_station	X	X
audio/street_traffic-milan-166-4421-a.wav	street_traffic	X	X
audio/shopping_mall-lyon-196-4422-a.wav	shopping_mall	X	X
audio/park-lisbon-198-4423-a.wav	park	X	X
audio/metro-prague-204-4424-a.wav	metro	X	X
audio/airport-prague-173-4425-a.wav	airport	X	X
audio/airport-prague-195-4426-a.wav	airport	X	X
audio/bus-prague-215-4427-a.wav	bus	X	X
audio/street_traffic-milan-202-4428-a.wav	street_traffic	X	X
audio/bus-lisbon-223-4429-a.wav	bus	X	X
audio/airport-lyon-169-4430-a.wav	airport	X	X
audio/street_traffic-lyon-220-4431-a.wav	street_traffic	X	X
audio/street_traffic-lisbon-171-4432-a.wav	street_traffic	X	X
audio/airport-lyon-169-4433-a.wav	airport	X	X
audio/airport-lyon-169-4434-a.wav	airport	X	X
audio/airport-prague-195-4435-a.wav	airport	X	X
audio/public_square-prague-192-4436-a.wav	public_square	X	X
audio/metro-lyon-201-4437-a.wav	metro	X	X
audio/metro-milan-218-4438-a.wav	metro	X	X
audio/metro_station-lyon-179-4439-a.wav	metro_station	X	X
audio/shopping_mall-milan-183-4440-a.wav	shopping_mall	X	X
audio/public_square-lisbon-211-4441-a.wav	public_square	X	X
audio/shopping_mall-lisbon-176-4442-a.wav	shopping_mall	X	X
audio/street_pedestrian-milan-205-4443-a.wav	street_pedestrian	X	X
audio/street_traffic-milan-166-4444-a.wav	street_traffic	X	X
audio/street_pedestrian-lisbon-174-4445-a.wav	street_pedestrian	X	X
audio/airport-lyon-169-4446-a.wav	airport	X	X
audio/street_traffic-milan-166-4447-a.wav	street_traffic	X	X
audio/bus-milan-190-4448-a.wav	bus	X	X
audio/park-milan-164-4449-a.wav	park	X	X
audio/street_pedestrian-milan-165-4450-a.wav	street_pedestrian	X	X
audio/metro_station-lyon-179-4451-a.wav	metro_station	X	X
audio/metro-milan-197-4452-a.wav	metro	X	X
audio/street_pedestrian-lyon-162-4453-a.wav	street_pedestrian	X	X
audio/public_square-prague-192-4454-a.wav	public_square	X	X
audio/metro-lisbon-224-4455-a.wav	metro	X	X
audio/street_traffic-lyon-220-4456-a.wav	street_traffic	X	X
audio/park-prague-185-4457-a.wav	park	X	X
audio/public_square-milan-168-4458-a.wav	public_square	X	X
audio/metro_station-lyon-179-4459-a.wav	metro_station	X	X
audio/park-lyon-188-4460-a.wav	park	X	X
audio/street_traffic-lyon-220-4461-a.wav	street_traffic	X	X
audio/metro_station-lyon-167-4462-a.wav	metro_station	X	X
audio/bus-lisbon-212-4463-a.wav	bus	X	X
audio/park-lyon-188-4464-a.wav	park	X	X
audio/bus-milan-180-4465-a.wav	bus	X	X
audio/tram-lyon-225-4466-a.wav	tram	X	X
audio/street_traffic-lyon-220-4467-a.wav	street_traffic	X	X
audio/street_pedestrian-lyon-162-4468-a.wav	street_pedestrian	X	X
audio/shopping_mall-milan-183-4469-a.wav	shopping_mall	X	X
audio/street_traffic-prague-193-4470-a.wav	street_traffic	X	X
audio/bus-milan-180-4471-a.wav	bus	X	X
audio/street_traffic-prague-193-4472-a.wav	street_traffic	X	X
audio/public_square-prague-214-4473-a.wav	public_square	X	X
audio/public_square-lyon-178-4474-a.wav	public_square	X	X
audio/public_square-prague-214-4475-a.wav	public_square	X	X
audio/bus-prague-215-4476-a.wav	bus	X	X
audio/tram-lyon-216-4477-a.wav	tram	X	X
audio/metro-milan-197-4478-a.wav	metro	X	X
audio/street_traffic-lyon-220-4479-a.wav	street_traffic	X	X
audio/shopping_mall-lisbon-176-4480-a.wav	shopping_mall	X	X
audio/street_pedestrian-lisbon-174-4481-a.wav	street_pedestrian	X	X
audio/bus-lyon-186-4482-a.wav	bus	X	X
audio/bus-lisbon-223-4483-a.wav	bus	X	X
audio/bus-prague-207-4484-a.wav	bus	X	X
audio/public_square-milan-168-4485-a.wav	public_square	X	X
audio/airport-lyon-169-4486-a.wav	airport	X	X
audio/public_square-lyon-208-4487-a.wav	public_square	X	X
audio/shopping_mall-lyon-196-4488-a.wav	shopping_mall	X	X
audio/bus-milan-190-4489-a.wav	bus	X	X
audio/park-milan-164-4490-a.wav	park	X	X
audio/bus-lisbon-226-4491-a.wav	bus	X	X
audio/street_pedestrian-lisbon-174-4492-a.wav	street_pedestrian	X	X
audio/street_traffic-milan-166-4493-a.wav	street_traffic	X	X
audio/metro-lyon-181-4494-a.wav	metro	X	X
audio/public_square-lyon-178-4495-a.wav	public_square	X	X
audio/tram-milan-222-4496-a.wav	tram	X	X
audio/airport-lyon-169-4497-a.wav	airport	X	X
audio/bus-lisbon-212-4498-a.wav	bus	X	X
audio/metro_station-lisbon-221-4499-a.wav	metro_station	X	X
audio/metro_station-prague-170-4500-a.wav	metro_station	X	X
audio/street_pedestrian-prague-203-4501-a.wav	street_pedestrian	X	X
audio/tram-milan-222-4502-a.wav	tram	X	X
audio/shopping_mall-prague-219-4503-a.wav	shopping_mall	X	X
audio/tram-prague-210-4504-a.wav	tram	X	X
audio/street_traffic-milan-202-4505-a.wav	street_traffic	X	X
audio/bus-milan-180-4506-a.wav	bus	X	X
audio/metro-lyon-201-4507-a.wav	metro	X	X
audio/metro_station-lisbon-221-4508-a.wav	metro_station	X	X
audio/bus-lyon-186-4509-a.wav	bus	X	X
audio/tram-lyon-216-4510-a.wav	tram	X	X
audio/bus-milan-190-4511-a.wav	bus	X	X
audio/metro_station-lyon-179-4512-a.wav	metro_station	X	X
audio/street_pedestrian-lisbon-174-4513-a.wav	street_pedestrian	X	X
audio/metro-milan-197-4514-a.wav	metro	X	X
audio/public_square-lisbon-211-4515-a.wav	public_square	X	X
audio/public_square-prague-214-4516-a.wav	public_square	X	X
audio/metro_station-milan-187-4517-a.wav	metro_station	X	X
audio/street_traffic-milan-202-4518-a.wav	street_traffic	X	X
audio/street_traffic-lyon-220-4519-a.wav	street_traffic	X	X
audio/bus-prague-207-4520-a.wav	bus	X	X
audio/tram-lyon-225-4521-a.wav	tram	X	X
audio/park-prague-185-4522-a.wav	park	X	X
audio/bus-lisbon-226-4523-a.wav	bus	X	X
audio/airport-milan-172-4524-a.wav	airport	X	X
audio/metro_station-lyon-167-4525-a.wav	metro_station	X	X
audio/street_pedestrian-milan-165-4526-a.wav	street_pedestrian	X	X
audio/street_traffic-lyon-220-4527-a.wav	street_traffic	X	X
audio/airport-lyon-169-4528-a.wav	airport	X	X
audio/shopping_mall-lisbon-176-4529-a.wav	shopping_mall	X	X
audio/metro-lyon-201-4530-a.wav	metro	X	X
audio/bus-lisbon-212-4531-a.wav	bus	X	X
audio/public_square-milan-168-4532-a.wav	public_square	X	X
audio/airport-milan-172-4533-a.wav	airport	X	X
audio/public_square-milan-168-4534-a.wav	public_square	X	X
audio/metro-milan-218-4535-a.wav	metro	X	X
audio/bus-lyon-186-4536-a.wav	bus	X	X
audio/metro-prague-204-4537-a.wav	metro	X	X
audio/bus-prague-194-4538-a.wav	bus	X	X
audio/public_square-prague-214-4539-a.wav	public_square	X	X
audio/street_pedestrian-milan-165-4540-a.wav	street_pedestrian	X	X
audio/park-milan-164-4541-a.wav	park	X	X
audio/street_traffic-lyon-220-4542-a.wav	street_traffic	X	X
audio/bus-milan-190-4543-a.wav	bus	X	X
audio/metro-milan-218-4544-a.wav	metro	X	X
audio/street_traffic-lyon-220-4545-a.wav	street_traffic	X	X
audio/street_pedestrian-milan-205-4546-a.wav	street_pedestrian	X	X
audio/tram-lisbon-191-4547-a.wav	tram	X	X
audio/street_traffic-lisbon-171-4548-a.wav	street_traffic	X	X
audio/street_pedestrian-prague-203-4549-a.wav	street_pedestrian	X	X
audio/tram-lyon-225-4550-a.wav	tram	X	X
audio/metro_station-lisbon-221-4551-a.wav	metro_station	X	X
audio/public_square-prague-214-4552-a.wav	public_square	X	X
audio/metro_station-prague-170-4553-a.wav	metro_station	X	X
audio/metro_station-lyon-167-4554-a.wav	metro_station	X	X
audio/metro_station-prague-170-4555-a.wav	metro_station	X	X
audio/street_pedestrian-lisbon-174-4556-a.wav	street_pedestrian	X	X
audio/tram-lisbon-191-4557-a.wav	tram	X	X
audio/tram-milan-222-4558-a.wav	tram	X	X
audio/street_pedestrian-milan-205-4559-a.wav	street_pedestrian	X	X
audio/metro_station-lisbon-221-4560-a.wav	metro_station	X	X
audio/tram-prague-189-4561-a.wav	tram	X	X
audio/tram-lyon-216-4562-a.wav	tram	X	X
audio/shopping_mall-lyon-196-4563-a.wav	shopping_mall	X	X
audio/metro-lyon-181-4564-a.wav	metro	X	X
audio/bus-lyon-177-4565-a.wav	bus	X	X
audio/public_square-lisbon-211-4566-a.wav	public_square	X	X
audio/airport-milan-172-4567-a.wav	airport	X	X
